group_ordinal	target_group_id	representative_id	member_ordinal	member_id	representative_length	target_fasta_sha256	profile_digest
5742	sha256:48022a6514fba6c97ea257ed9bbb59cdf51dd629e4e47eba5630710a57b08f9d	OR035649.1	0	OR035649.1	197483	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5743	sha256:4804ab7eafb337cd42190314d98e1eac542b012c4efeb1239d9fbdde77086f6b	MW310260.1	0	MW310260.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5744	sha256:4807398db5df7737667fe42a3e339ff5e3c3c4755f06965ccc7d0e4be69fd89c	MN768564.1	0	MN768564.1	3621	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5745	sha256:480ad18374de3a1052f586ba59a6eb18aa69faac9b0182bd7c15bd06281ae0f8	KF679996.1	0	KF679996.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5746	sha256:480b1ac3cb9b52fac6ffe1d1270cf4bb51cbcc9d03ef1a972f8c0a2d92ee09ad	GU456644.1	0	GU456644.1	3068	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5747	sha256:480e12f9f9b95582f6a9e83e1340f97d05cece0784c33c63f5ac223c889cb940	MN770365.1	0	MN770365.1	2961	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5748	sha256:4811bea83f01a0b305bf792145dddbdf657e8274707c2e9a239740d1c29846d3	OP650027.1	0	OP650027.1	196292	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5749	sha256:481257d8309c8a94d848a75e07e56eff4d943c6577bcaecffa6847c774339fab	FJ899774.1	0	FJ899774.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5750	sha256:4814243c4228c6c546ee6619eea1afddb747f0d549e8b61926ed329bcad0399f	KF192835.1	0	KF192835.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5751	sha256:4815e1851f91f76b9897e827d9fa66e1b679bd26a33157a9f5fbf6ddb37592bf	OP549861.1	0	OP549861.1	2120	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5752	sha256:4818f6fe4d6bda13cf93ab72c08f8e769286e93ee34668e50d7c389ff0855b1b	KT366496.1	0	KT366496.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5753	sha256:481b54b2f9fc633581038f2b898e292cb562ac929f557de24810be1f543c0e94	KX373884.1	0	KX373884.1	5307	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5754	sha256:481c73069022036a5fec977c56f0e0b2a52153de3f706819b4eb8a9f6491dd4d	KJ598726.1	0	KJ598726.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5755	sha256:481fdf3cb7357a0c03d3c79019fab9b103918ca9853c6c2481af4dac531af242	MZ439283.1	0	MZ439283.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5756	sha256:4820e0565eaccad1c1605c10a2594e8ab040f661bcba8ca33337ba1f0290f957	JQ773408.1	0	JQ773408.1	7933	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5757	sha256:482292bb31172a95be29c778b1d381876ca63fd20be406ab43606af547c8d778	OP076464.1	0	OP076464.1	97694	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5758	sha256:482406f460d2448894a5d1d970f9e39b89c4e484eddb539cb805c295b0656f8c	MK836312.1	0	MK836312.1	35080	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5759	sha256:482ac577b189a0c8d16d4ec0aa782a524167f6773a6703386d337a5deb531b89	KR014097.1	0	KR014097.1	3206	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5760	sha256:48321e12efb23665cc6822dc24f8a7bb0709dd95455827ad2eee72b701e8f95b	HQ700491.1	0	HQ700491.1	3174	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5761	sha256:48369b12767a51833645d6c9dec7c3c06654f31300959a9cad194b303cb90adb	MN769938.1	0	MN769938.1	2973	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5762	sha256:483f680077d1e6ea713a7c906a1946f79343214493721cb2ba591131b6aa18d3	MN769455.1	0	MN769455.1	2850	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5763	sha256:48403dea736337ad1bc7f939d295979b9115f31881a39dc8bb1937e5dc145fdb	MZ439743.1	0	MZ439743.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5764	sha256:4842ba97fdc207c8f7d9f322405a80ab5bc17ee9f936267d9aa85125becce124	OP881950.1	0	OP881950.1	197186	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5765	sha256:48459b2387dc517734a43a59ffa11fa783c54258619fd82e7f37460548a068f1	KY549259.1	0	KY549259.1	7905	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5765	sha256:48459b2387dc517734a43a59ffa11fa783c54258619fd82e7f37460548a068f1	KY549259.1	1	KY549260.1	7905	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5766	sha256:4848ef9e26860241f662c736d8501698c1427a334e4889ab536a9b126eba87cf	LC064368.1	0	LC064368.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5767	sha256:484be49794902f78d1c675e71d5dedbac9c8605598b7dc8d682d86b1472d8cea	MN771419.1	0	MN771419.1	2818	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5768	sha256:484dadf3e9cc4c37c0cfe2ddf069f11ed3d2cd6c150afaede2f0fdc21ce39dfa	OP215227.1	0	OP215227.1	197140	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5769	sha256:4854dfbc41993f0a651508984c46867168e1b0d0febeaa34ea5ef44ad048e5e4	OP076438.1	0	OP076438.1	43313	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5770	sha256:48550e1b8c56c4d1eeae8e46480bcfa81151616f057367b5e53dbc479ad663b6	MN769613.1	0	MN769613.1	2864	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5771	sha256:485c9c9b9f83489bc1b8f8480fb77a0779354ae3790c1552637a8479043a6a06	MN770374.1	0	MN770374.1	2888	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5772	sha256:485e166366ab3013c15164420241840f6eb194c60a0be8dabd5973ca53b6ae21	MZ286212.1	0	MZ286212.1	2900	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5773	sha256:485e784d6539479a53c7756370fe1ef46c8f321d9a0b488ec75dfcbb5f63d39d	KC774479.1	0	KC774479.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5774	sha256:4861f737d1832d5a40ab80886840a60f2949afe1e405b21f72a657d9a97d2cbc	OR735208.1	0	OR735208.1	34769	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5775	sha256:4863f618869f8eca5b125fd130b08f9ec08f21eef8b3be258a13c609a688bb41	GU565217.1	0	GU565217.1	3248	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5776	sha256:4865a06d8070e3b0af2f50c88701361d9da8e67e5b71dc73da492673fa1b8f49	HQ700523.1	0	HQ700523.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5777	sha256:48696f9deb9ebfee3deb2a915d209eda9bbd24a0fec42108ff21744ecd8abd7a	OR148954.1	0	OR148954.1	2876	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5778	sha256:486bebba00ebe4488b391a7a7978b67cee6196dba357e8e3978f1df026ea326c	KJ843169.1	0	KJ843169.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5779	sha256:486c65affe8cb3dff6cebd7c3dbe259c4979dc529110b32fe6a8cae320c17bf4	OP415253.1	0	OP415253.1	197205	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5780	sha256:486c6b4bbeefe913d5f4e283fab846567b2fc7a9448e3e4ba653b397af63fe3e	KT991428.1	0	KT991428.1	2757	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5781	sha256:486cee7318004f000c734c0ddff7120bc45d3bf04e8012d2b6281a690a611320	MN769261.1	0	MN769261.1	2807	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5782	sha256:486e398f634baa359b7badc61a6788c50a358147ceb352d2dc996acee210601e	MF662183.1	0	MF662183.1	5121	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5783	sha256:486ee8b6c5859fd4b6bb1148f53cdd1563ef74e941e290393f0b45285eeb79a2	MZ286207.1	0	MZ286207.1	3016	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5784	sha256:48718b2554923ceba848c0174169c9944b2d7cb0c15859b5916ebd63e0d85eaf	KJ173335.1	0	KJ173335.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5785	sha256:4873a9038072f6d5262e0a12e74ad280b6a3ee6969b650cd8fe4e9f089497643	LR861855.1	0	LR861855.1	7878	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5786	sha256:487453f7df8e5e1063d542062064ea9962cae787edb5427e272f552e7aa036a8	MG696148.1	0	MG696148.1	35230	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5787	sha256:487456f6d5b53ab3d4f5cf28bf50b8e8329205c86ca3d825ecd39a8190393f8e	MN770853.1	0	MN770853.1	2846	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5788	sha256:4879c7ed004fb95c152d23165cfa66514f084eae143821c4ae99e25717d0a908	HG793833.1	0	HG793833.1	8031	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5789	sha256:487dcd62555bbb1d5c686727740ce866014d4d800b6a2838148b757d4a9142ac	MZ983553.1	0	MZ983553.1	33797	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5789	sha256:487dcd62555bbb1d5c686727740ce866014d4d800b6a2838148b757d4a9142ac	MZ983553.1	1	MZ983609.1	33797	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5789	sha256:487dcd62555bbb1d5c686727740ce866014d4d800b6a2838148b757d4a9142ac	MZ983553.1	2	MZ983610.1	33797	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5790	sha256:488b169dfe1d88bdf3700785b1ee6ed8f96c028fdf68b1706cdbf36e5768a157	MN683600.1	0	MN683600.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5791	sha256:4893cc2a33fddca176eda4ac4e82b7899b8f045cee396ceca377d32805837db4	MH649256.1	0	MH649256.1	3904	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5792	sha256:4896f038338b661a3b342799cd9c5559bb0748190f177977e47d071c97055be7	MZ097820.1	0	MZ097820.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5793	sha256:489a43f0071aaf9108723d8c3bdcf2362ec2f3bb86d13d8c741730eb48fa5891	AP011108.1	0	AP011108.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5794	sha256:489c14929f6656b8017bbff47520d0e15a73a0180bcfaec07199033d195e5436	OP076205.1	0	OP076205.1	58318	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5795	sha256:489cf186169639d64d0a82fdeef61e0e9e44b94082170b9ff52ecd3e5cb697a8	LC462120.1	0	LC462120.1	3221	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5796	sha256:489f0ba703c4bd2fef78122f4c218e99c000c81ca7fb92bf36b611ce31b24b27	MN769424.1	0	MN769424.1	2876	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5797	sha256:48a1f6266501ca5fbaf3fe058ada7a9c7dbc818a98775bf9945a758cdc9e246e	MT217629.1	0	MT217629.1	7767	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5798	sha256:48a21e700146223fbe9b88d084f392a05cdb3cfc4d99c8b21697b0f041645236	EU916206.1	0	EU916206.1	3195	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5799	sha256:48a6bfa881154808cb778729727e79a7dc74fc8af9a6328a151ef555021a74c9	MZ097628.1	0	MZ097628.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5800	sha256:48a733ad2a8d93583473ff8163272174159a2ccd1244db33022516024d252b2b	MT217644.1	0	MT217644.1	7768	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5801	sha256:48a7ed4731ed5bad6b9721ef69012c455c6f66a8fabd50478a17a4512722f16f	OP072792.1	0	OP072792.1	82298	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5802	sha256:48ad06999c71a8891181becb7fdd6a6751628f10269569365d066f3165148a1a	MK139290.1	0	MK139290.1	4681	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5803	sha256:48b9e06707eee562a59d9f8461d31c65eb8135ca308b994119eaed1acf765828	MN769297.1	0	MN769297.1	2873	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5804	sha256:48ba5a56f1fcb71a5f6215c66a064ba51b2c9472921bd2cf58a771c2ae6e6dbf	JQ027318.1	0	JQ027318.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5805	sha256:48bf44fce32ae5f4cbae5bb2f8115234522d58cb051939993eccd2b89c9e3284	OQ427147.1	0	OQ427147.1	197196	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5806	sha256:48c5036373e6a8dafbb257697eff039cdb96673a7ea8270be5c366bfc9477bdf	MT070142.1	0	MT070142.1	228419	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5807	sha256:48c52b1686dc4c9f389fb5b03e9f805eee3add8624cc1ce61e4fa177651fde6b	KJ843182.1	0	KJ843182.1	3221	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5808	sha256:48c7d814658e5d2c309d8536fe1fdbb27dd4c1f7116cf6807090cc0ca4140fc1	JQ801513.1	0	JQ801513.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5809	sha256:48ccaf6e80c87062f4c06007246640948cf44ca8eea20763f8c2182f422418c1	MN829877.1	0	MN829877.1	7879	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5810	sha256:48ce554145532340b74582ab2f8863230bee06afc996cd9c76009ca07452ed3c	KU519422.1	0	KU519422.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5811	sha256:48d19b6dfb99c327981fa645861ff252e47790fc53652a1206444b84fde155f2	OP074142.1	0	OP074142.1	66575	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5812	sha256:48d2082539d8bbf349ac2b670084f62217b10f8972e8b889be67bd46cb7ebf92	MZ285994.1	0	MZ285994.1	3167	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5813	sha256:48d568a61b179015d4789ed1f14daca74781be663a4d0be376be70ec970da8e8	OP314960.2	0	OP314960.2	197182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5814	sha256:48e0d09ebb7ef1556c61faeed82a28783639ad605a022a90c8f76164e23360bd	MN769069.1	0	MN769069.1	2847	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5815	sha256:48e9600b2232b94dab4a599a2416a219010dab403351d62e0c6130e117512ef2	OP796800.1	0	OP796800.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5816	sha256:48eb51a6c09c5a9704796e509dbcc25ae73a1513da4d23b547e1f61e5e115764	MH724217.1	0	MH724217.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5817	sha256:48f33562f3c06f0b85a57cf4841474b0817d012c5aacef8a593619e720cfaaa4	OP378701.1	0	OP378701.1	197029	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5818	sha256:48f7e3ecd762d29f342bd58b7fb22aa86c4b0dfbb1ef4ef33fb92ccbb5809c7d	KJ598763.1	0	KJ598763.1	3096	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5819	sha256:49019319d7907f1bceded1d060ab0a2216f02a57fc191b11314a5f7a4e43a84f	MH649210.1	0	MH649210.1	3965	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5820	sha256:4909c4367c6304934ef9fb1a1ab35eb85a2ede5b31bc2900373150091fc82e76	OP185712.1	0	OP185712.1	197135	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5821	sha256:490cf1dfd077dba5a37ea4a079a84b227c850106d358ee644dd3493efd617003	KJ803786.1	0	KJ803786.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5822	sha256:490d9993a5ac970e7464d76f5ac7553b9f1c90c0e52dc90c0994c08489f7fd58	OQ320445.1	0	OQ320445.1	197219	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5823	sha256:4911de2a2a729dc59fd1b867c0169b5015333ee0308eb0c0eb564f2fee7b5616	JN257152.1	0	JN257152.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5824	sha256:491585bb7b8994720be9905e815bb42f6bee90f3190ee032d978dbb4d7a46812	MF662198.1	0	MF662198.1	5121	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5825	sha256:49188c80f3c6cceeaff04f36db2850138f6be89ee3fffd7d0738e1bc7d99a6cf	MZ286184.1	0	MZ286184.1	3537	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5826	sha256:49189feef295544b33ee55146b31b20aaf2491bc5dbf654cc238a6fbfb66f059	AB675678.1	0	AB675678.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5827	sha256:491aba255c9733804f60d10d718c76d6e1e0ecec371f9e3f600b839c36762764	MT217396.1	0	MT217396.1	7879	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5828	sha256:491d2a9da7151534087d136431597dadd6fc3a5bf99fd844ca5cc218fc0c34ef	KC875287.1	0	KC875287.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5829	sha256:491e05ade5e51dba81377ccfffb78261f7cad0780f2ec29e9eea75d5190934b2	OP747053.1	0	OP747053.1	197205	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5830	sha256:491f3e0e6ca66dab33d5f5c316f93616e0c1a490a58a516ad3c1407f28d9203d	GU815610.1	0	GU815610.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5831	sha256:49201941f49c7ac7c4a209b614103116f5277966991fea8c49fb54bd34540330	GU296367.1	0	GU296367.1	5229	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5831	sha256:49201941f49c7ac7c4a209b614103116f5277966991fea8c49fb54bd34540330	GU296367.1	1	GU296368.1	5229	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5831	sha256:49201941f49c7ac7c4a209b614103116f5277966991fea8c49fb54bd34540330	GU296367.1	2	GU296369.1	5229	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
5831	sha256:49201941f49c7ac7c4a209b614103116f5277966991fea8c49fb54bd34540330	GU296367.1	3	GU296370.1	5229	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
